WAGO 250-402;1
RND 0402 0;4
RND 0603 0;2
RND 0402 0;3
RND 0603 0;5
RND 0603 1 1,0;5
RND 0603 1 100;2
RND 0402 1 100K;1
RND 0603 1 100K;1
X7R 0603FCG 100P;1
KEM X5R1210 10U;9
X7R-G0603 1,0N;1
X7R-G0603 1,0/16;6
ATTINY 85V-10 SU;1
BAT 54C SMD;4
BQ 24090 DGQT;1
DS 2431P+;1
L-PIS2408 15µ;1
L-PIS2408 22µ;1
L-PIS4720 15µ;1
L-PIS4720 22µ;1
MCP 16311-E/MS;2
MPE 369-1-004;2
MPE 372-1-004;2
AKKU IPD 3G;1
